1	11624407.96	3983273.06
2	11624369.81	3983281.45
3	11615720.75	3983287.30
4	11615751.27	3983317.06
5	11624485.02	3983256.53
6	11624583.44	3983236.95
7	11619021.61	3983214.57
8	11619062.04	3983240.00
9	11615629.96	3983209.23
10	11618737.79	3983206.18
11	11618759.92	3983222.20
12	11620141.60	3983059.18
13	11620079.42	3983070.37
14	11620169.07	3983050.03
15	11620279.31	3983026.38
16	11620355.61	3983009.59
17	11619952.01	3983031.72
18	11619889.83	3983001.71
19	11620521.93	3983032.48
20	11620544.43	3982983.91
21	11620547.49	3982976.28
22	11620593.64	3982976.79
23	11620653.15	3982974.75
24	11619731.52	3982945.76
25	11619923.40	3982944.74
26	11619987.11	3982936.10
27	11620033.26	3982944.74
28	11619963.46	3982933.55
29	11619032.29	3983056.89
30	11619271.85	3982934.32
31	11619931.79	3982929.99
32	11619635.01	3982924.40
33	11619544.98	3983086.90
34	11620118.33	3982911.94
35	11620259.48	3982924.65
36	11619359.59	3982888.54
37	11619960.40	3982878.88
38	11620354.08	3982892.61
39	11620262.15	3982887.78
40	11619417.95	3982861.33
41	11619053.65	3983061.47
42	11620092.39	3982876.59
43	11619517.52	3982852.43
44	11619488.91	3982913.97
45	11620352.17	3982848.10
46	11619531.25	3982823.94
47	11620733.64	3982832.59
48	11620825.20	3982819.37
49	11619474.41	3982809.45
50	11619425.58	3982795.72
51	11619419.48	3982793.68
52	11620378.88	3982733.15
53	11620809.94	3982727.81
54	11620663.83	3982716.12
55	11620804.98	3982696.79
56	11613497.92	3982689.92
57	11613521.19	3982750.96
58	11613492.58	3982680.00
59	11613488.01	3982671.61
60	11613395.69	3982610.07
61	11613288.50	3982669.07
62	11613410.95	3982601.67
63	11613433.84	3982589.21
64	11613450.62	3982580.31
65	11620416.26	3982550.05
66	11616977.31	3982520.55
67	11616916.28	3982601.93
68	11613602.83	3982499.19
69	11620742.80	3982416.79
70	11620756.53	3982465.62
71	11620722.96	3982351.94
72	11620277.79	3982282.26
73	11614615.25	3982281.24
74	11614763.64	3982386.02
75	11620690.16	3982235.46
76	11620687.10	3982214.61
77	11614647.29	3982191.72
78	11614857.10	3982169.09
79	11620672.23	3982127.13
80	11614649.58	3982107.54
81	11614651.87	3982051.09
82	11614651.87	3982027.69
83	11614698.79	3982025.40
84	11614759.83	3982022.35
85	11614843.75	3982017.26
86	11614846.80	3981954.70
87	11620630.26	3981917.06
88	11620640.95	3981970.72
89	11614648.06	3981925.96
90	11620767.97	3981906.13
91	11620616.53	3981839.50
92	11615341.57	3981781.77
93	11615650.56	3981818.90
94	11620592.88	3981707.26
95	11615868.00	3981699.12
96	11615871.05	3981690.98
97	11620579.15	3981636.30
98	11615961.46	3981635.03
99	11616128.16	3981642.41
100	11620576.86	3981626.64
101	11617340.09	3981609.60
102	11617452.62	3981627.40
103	11615908.05	3981593.83
104	11620566.94	3981581.37
105	11615969.09	3981550.34
106	11617670.82	3981536.61
107	11617573.55	3981601.97
108	11617681.50	3981530.00
109	11620512.01	3981428.53
110	11620526.12	3981466.93
111	11617992.02	3981334.43
112	11619121.93	3981699.88
113	11619169.62	3981296.28
114	11613340.00	3981376.90
115	11613202.67	3981296.54
116	11616253.66	3981261.70
117	11616144.94	3981537.12
118	11613450.24	3981242.37
119	11614369.96	3981133.78
120	11614369.96	3981130.98
121	11618211.36	3981129.71
122	11618243.03	3981097.92
123	11616709.14	3981047.57
124	11616776.66	3981064.35
125	11620346.45	3981071.73
126	11620309.07	3980998.74
127	11616607.28	3980972.80
128	11616379.93	3981055.20
129	11615688.32	3981035.87
130	11615665.44	3980971.53
131	11613339.23	3980973.56
132	11613294.22	3980980.17
133	11615532.30	3980964.41
134	11613397.22	3980964.15
135	11616665.27	3980950.93
136	11613497.54	3980953.98
137	11620278.55	3980942.28
138	11622076.42	3980910.49
139	11622196.58	3980941.52
140	11616772.46	3980909.47
141	11622042.08	3980899.56
142	11618421.17	3980946.60
143	11618497.85	3980894.72
144	11616851.43	3980879.21
145	11621989.44	3980871.33
146	11620229.34	3980867.77
147	11613498.31	3980868.78
148	11621926.50	3980851.49
149	11618558.88	3980856.58
150	11616131.21	3980859.12
151	11616127.40	3980991.36
152	11615900.04	3981004.59
153	11615898.90	3980859.12
154	11616226.96	3980859.88
155	11620212.55	3980840.81
156	11616944.50	3980844.12
157	11618605.80	3980838.78
158	11620206.83	3980831.40
159	11619156.65	3980830.89
